"Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Data Item","Domain","Chemical Name","Chemical Type","Chemical Code","Value","CV (%)"
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","HERBICIDE","GLYPHOSATE ISO. SALT","103601",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","HERBICIDE","GLYPHOSATE POT. SALT","103613",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","HERBICIDE","PARAQUAT","61601",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",0.184,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",0.127,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BIFENAZATE","586",0.663,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",0.077,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BT KURSTAKI ABTS-351","6522",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",0.067,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CYANTRANILIPROLE","90098",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CYFLUMETOFEN","138831",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CYPERMETHRIN","109702",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FENPYROXIMATE","129131",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","HEXYTHIAZOX","128849",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","IMIDACLOPRID","129099",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","MALATHION","57701",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","METHOXYFENOZIDE","121027",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","NALED","34401",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","NOVALURON","124002",0.212,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","SPINETORAM","110007",0.116,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","SPIROMESIFEN","24875",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",0.095,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","ACIBENZOLAR-S-METHYL","61402",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","ALKYL. DIM. BENZ. AM","69105",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","CHLOROPICRIN","81501",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","DECYLDIMETHYLOCTYL","69165",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","DICHLOROPROPENE","29001",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","DIDECYL DIM. AMMON.","69166",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","DIMETHYLDIOCTYL","69149",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","FLUTRIAFOL","128940",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","HYDROGEN PEROXIDE","595",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","PEROXYACETIC ACID","63201",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","REYNOUTRIA SACHALINE","55809",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","NITROGEN",NA,39,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","PHOSPHATE",NA,17,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","POTASH",NA,43,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","SULFUR",NA,NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",4.8,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BACILLUS SUBTILIS","6479",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","CAPTAN","81301",8,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","COPPER CHLORIDE HYD.","23501",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","COPPER HYDROXIDE","23401",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","CYFLUFENAMID","555550",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",2.1,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","DIFENOCONAZOLE","128847",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","DODINE","44301",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FENHEXAMID","90209",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",2.1,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FLUTOLANIL","128975",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FLUXAPYROXAD","138009",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FOSETYL-AL","123301",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","ISOFETAMID","270000",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","MEFENOXAM","113502",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","MONO-POTASSIUM SALT","76416",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","MYCLOBUTANIL","128857",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PENTHIOPYRAD","90112",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PYRACLOSTROBIN","99100",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PYRIMETHANIL","288201",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","SULFUR","77501",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","TETRACONAZOLE","120603",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","THIOPHANATE-METHYL","102001",3.6,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","THIRAM","79801",5,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","TRIFLUMIZOLE","128879",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","HERBICIDE","2,4-D, DIMETH. SALT","30019",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","HERBICIDE","2,4-D, TRIISO. SALT","30035",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","HERBICIDE","GLYPHOSATE ISO. SALT","103601",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","HERBICIDE","GLYPHOSATE POT. SALT","103613",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","HERBICIDE","PARAQUAT","61601",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",4.1,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",1.3,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BIFENAZATE","586",4.7,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",1.5,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BT KURSTAKI ABTS-351","6522",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",1.2,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CYANTRANILIPROLE","90098",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CYFLUMETOFEN","138831",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CYPERMETHRIN","109702",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FENPYROXIMATE","129131",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","HEXYTHIAZOX","128849",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","IMIDACLOPRID","129099",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","MALATHION","57701",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","METHOXYFENOZIDE","121027",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","NALED","34401",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","NOVALURON","124002",3.2,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","SPINETORAM","110007",1.8,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","SPIROMESIFEN","24875",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",1.8,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","ACIBENZOLAR-S-METHYL","61402",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","ALKYL. DIM. BENZ. AM","69105",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","CHLOROPICRIN","81501",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","DECYLDIMETHYLOCTYL","69165",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","DICHLOROPROPENE","29001",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","DIDECYL DIM. AMMON.","69166",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","DIMETHYLDIOCTYL","69149",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","FLUTRIAFOL","128940",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","HYDROGEN PEROXIDE","595",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","PEROXYACETIC ACID","63201",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","REYNOUTRIA SACHALINE","55809",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER","NITROGEN",NA,28.7,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER","PHOSPHATE",NA,18.6,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER","POTASH",NA,25.2,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER","SULFUR",NA,NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",29,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BACILLUS SUBTILIS","6479",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","CAPTAN","81301",88,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","COPPER CHLORIDE HYD.","23501",NA,NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","COPPER HYDROXIDE","23401",NA,NA
